time,Speed__RPM_,Torque__N__m_,Efficiency__0_1_,Power__T_____
0,0,0,0,1
0.01,0,10,0,0
0.02,1,9.999,0.00225,0.0224978
0.03,2,9.998,0.0045,0.044991
0.04,3,9.997,0.00675,0.0674798
0.05,4,9.996,0.009,0.089964
0.06,5,9.995,0.01125,0.112444
0.07,6,9.994,0.0135,0.134919
0.08,7,9.993,0.01575,0.15739
0.09,8,9.992,0.018,0.179856
0.1,9,9.991,0.02025,0.202318
0.11,10,9.99,0.0225,0.224775
0.12,11,9.989,0.02475,0.247228
0.13,12,9.988,0.027,0.269676
0.14,13,9.987,0.02925,0.29212
0.15,14,9.986,0.0315,0.314559
0.16,15,9.985,0.03375,0.336994
0.17,16,9.984,0.036,0.359424
0.18,17,9.983,0.03825,0.38185
0.19,18,9.982,0.0405,0.404271
0.2,19,9.981,0.04275,0.426688
0.21,20,9.98,0.045,0.4491
0.22,21,9.979,0.04725,0.471508
0.23,22,9.978,0.0495,0.493911
0.24,23,9.977,0.05175,0.51631
0.25,24,9.976,0.054,0.538704
0.26,25,9.975,0.05625,0.561094
0.27,26,9.974,0.0585,0.583479
0.28,27,9.973,0.06075,0.60586
0.29,28,9.972,0.063,0.628236
0.3,29,9.971,0.06525,0.650608
0.31,30,9.97,0.0675,0.672975
0.32,31,9.969,0.06975,0.695338
0.33,32,9.968,0.072,0.717696
0.34,33,9.967,0.07425,0.74005
0.35,34,9.966,0.0765,0.762399
0.36,35,9.965,0.07875,0.784744
0.37,36,9.964,0.081,0.807084
0.38,37,9.963,0.08325,0.82942
0.39,38,9.962,0.0855,0.851751
0.4,39,9.961,0.08775,0.874078
0.41,40,9.96,0.09,0.8964
0.42,41,9.959,0.09225,0.918718
0.43,42,9.958,0.0945,0.941031
0.44,43,9.957,0.09675,0.96334
0.45,44,9.956,0.099,0.985644
0.46,45,9.955,0.10125,1.00794
0.47,46,9.954,0.1035,1.03024
0.48,47,9.953,0.10575,1.05253
0.49,48,9.952,0.108,1.07482
0.5,49,9.951,0.11025,1.0971
0.51,50,9.95,0.1125,1.11938
0.52,51,9.949,0.11475,1.14165
0.53,52,9.948,0.117,1.16392
0.54,53,9.947,0.11925,1.18618
0.55,54,9.946,0.1215,1.20844
0.56,55,9.945,0.12375,1.23069
0.57,56,9.944,0.126,1.25294
0.58,57,9.943,0.12825,1.27519
0.59,58,9.942,0.1305,1.29743
0.6,59,9.941,0.13275,1.31967
0.61,60,9.94,0.135,1.3419
0.62,61,9.939,0.13725,1.36413
0.63,62,9.938,0.1395,1.38635
0.64,63,9.937,0.14175,1.40857
0.65,64,9.936,0.144,1.43078
0.66,65,9.935,0.14625,1.45299
0.67,66,9.934,0.1485,1.4752
0.68,67,9.933,0.15075,1.4974
0.69,68,9.932,0.153,1.5196
0.7,69,9.931,0.15525,1.54179
0.71,70,9.93,0.1575,1.56398
0.72,71,9.929,0.15975,1.58616
0.73,72,9.928,0.162,1.60834
0.74,73,9.927,0.16425,1.63051
0.75,74,9.926,0.1665,1.65268
0.76,75,9.925,0.16875,1.67484
0.77,76,9.924,0.171,1.697
0.78,77,9.923,0.17325,1.71916
0.79,78,9.922,0.1755,1.74131
0.8,79,9.921,0.17775,1.76346
0.81,80,9.92,0.18,1.7856
0.82,81,9.919,0.18225,1.80774
0.83,82,9.918,0.1845,1.82987
0.84,83,9.917,0.18675,1.852
0.85,84,9.916,0.189,1.87412
0.86,85,9.915,0.19125,1.89624
0.87,86,9.914,0.1935,1.91836
0.88,87,9.913,0.19575,1.94047
0.89,88,9.912,0.198,1.96258
0.9,89,9.911,0.20025,1.98468
0.91,90,9.91,0.2025,2.00678
0.92,91,9.909,0.20475,2.02887
0.93,92,9.908,0.207,2.05096
0.94,93,9.907,0.20925,2.07304
0.95,94,9.906,0.2115,2.09512
0.96,95,9.905,0.21375,2.11719
0.97,96,9.904,0.216,2.13926
0.98,97,9.903,0.21825,2.16133
0.99,98,9.902,0.2205,2.18339
1,99,9.901,0.22275,2.20545
1.01,100,9.9,0.225,2.2275
1.02,101,9.899,0.22725,2.24955
1.03,102,9.898,0.2295,2.27159
1.04,103,9.897,0.23175,2.29363
1.05,104,9.896,0.234,2.31566
1.06,105,9.895,0.23625,2.33769
1.07,106,9.894,0.2385,2.35972
1.08,107,9.893,0.24075,2.38174
1.09,108,9.892,0.243,2.40376
1.1,109,9.891,0.24525,2.42577
1.11,110,9.89,0.2475,2.44778
1.12,111,9.889,0.24975,2.46978
1.13,112,9.888,0.252,2.49178
1.14,113,9.887,0.25425,2.51377
1.15,114,9.886,0.2565,2.53576
1.16,115,9.885,0.25875,2.55774
1.17,116,9.884,0.261,2.57972
1.18,117,9.883,0.26325,2.6017
1.19,118,9.882,0.2655,2.62367
1.2,119,9.881,0.26775,2.64564
1.21,120,9.88,0.27,2.6676
1.22,121,9.879,0.27225,2.68956
1.23,122,9.878,0.2745,2.71151
1.24,123,9.877,0.27675,2.73346
1.25,124,9.876,0.279,2.7554
1.26,125,9.875,0.28125,2.77734
1.27,126,9.874,0.2835,2.79928
1.28,127,9.873,0.28575,2.82121
1.29,128,9.872,0.288,2.84314
1.3,129,9.871,0.29025,2.86506
1.31,130,9.87,0.2925,2.88698
1.32,131,9.869,0.29475,2.90889
1.33,132,9.868,0.297,2.9308
1.34,133,9.867,0.29925,2.9527
1.35,134,9.866,0.3015,2.9746
1.36,135,9.865,0.30375,2.99649
1.37,136,9.864,0.306,3.01838
1.38,137,9.863,0.30825,3.04027
1.39,138,9.862,0.3105,3.06215
1.4,139,9.861,0.31275,3.08403
1.41,140,9.86,0.315,3.1059
1.42,141,9.859,0.31725,3.12777
1.43,142,9.858,0.3195,3.14963
1.44,143,9.857,0.32175,3.17149
1.45,144,9.856,0.324,3.19334
1.46,145,9.855,0.32625,3.21519
1.47,146,9.854,0.3285,3.23704
1.48,147,9.853,0.33075,3.25888
1.49,148,9.852,0.333,3.28072
1.5,149,9.851,0.33525,3.30255
1.51,150,9.85,0.3375,3.32438
1.52,151,9.849,0.33975,3.3462
1.53,152,9.848,0.342,3.36802
1.54,153,9.847,0.34425,3.38983
1.55,154,9.846,0.3465,3.41164
1.56,155,9.845,0.34875,3.43344
1.57,156,9.844,0.351,3.45524
1.58,157,9.843,0.35325,3.47704
1.59,158,9.842,0.3555,3.49883
1.6,159,9.841,0.35775,3.52062
1.61,160,9.84,0.36,3.5424
1.62,161,9.839,0.36225,3.56418
1.63,162,9.838,0.3645,3.58595
1.64,163,9.837,0.36675,3.60772
1.65,164,9.836,0.369,3.62948
1.66,165,9.835,0.37125,3.65124
1.67,166,9.834,0.3735,3.673
1.68,167,9.833,0.37575,3.69475
1.69,168,9.832,0.378,3.7165
1.7,169,9.831,0.38025,3.73824
1.71,170,9.83,0.3825,3.75998
1.72,171,9.829,0.38475,3.78171
1.73,172,9.828,0.387,3.80344
1.74,173,9.827,0.38925,3.82516
1.75,174,9.826,0.3915,3.84688
1.76,175,9.825,0.39375,3.86859
1.77,176,9.824,0.396,3.8903
1.78,177,9.823,0.39825,3.91201
1.79,178,9.822,0.4005,3.93371
1.8,179,9.821,0.40275,3.95541
1.81,180,9.82,0.405,3.9771
1.82,181,9.819,0.40725,3.99879
1.83,182,9.818,0.4095,4.02047
1.84,183,9.817,0.41175,4.04215
1.85,184,9.816,0.414,4.06382
1.86,185,9.815,0.41625,4.08549
1.87,186,9.814,0.4185,4.10716
1.88,187,9.813,0.42075,4.12882
1.89,188,9.812,0.423,4.15048
1.9,189,9.811,0.42525,4.17213
1.91,190,9.81,0.4275,4.19378
1.92,191,9.809,0.42975,4.21542
1.93,192,9.808,0.432,4.23706
1.94,193,9.807,0.43425,4.25869
1.95,194,9.806,0.4365,4.28032
1.96,195,9.805,0.43875,4.30194
1.97,196,9.804,0.441,4.32356
1.98,197,9.803,0.44325,4.34518
1.99,198,9.802,0.4455,4.36679
2,199,9.801,0.44775,4.3884
2.01,200,9.8,0.45,4.41
2.02,201,9.7985,0.45125,4.42157
2.03,202,9.797,0.4525,4.43314
2.04,203,9.7955,0.45375,4.44471
2.05,204,9.794,0.455,4.45627
2.06,205,9.7925,0.45625,4.46783
2.07,206,9.791,0.4575,4.47938
2.08,207,9.7895,0.45875,4.49093
2.09,208,9.788,0.46,4.50248
2.1,209,9.7865,0.46125,4.51402
2.11,210,9.785,0.4625,4.52556
2.12,211,9.7835,0.46375,4.5371
2.13,212,9.782,0.465,4.54863
2.14,213,9.7805,0.46625,4.56016
2.15,214,9.779,0.4675,4.57168
2.16,215,9.7775,0.46875,4.5832
2.17,216,9.776,0.47,4.59472
2.18,217,9.7745,0.47125,4.60623
2.19,218,9.773,0.4725,4.61774
2.2,219,9.7715,0.47375,4.62925
2.21,220,9.77,0.475,4.64075
2.22,221,9.7685,0.47625,4.65225
2.23,222,9.767,0.4775,4.66374
2.24,223,9.7655,0.47875,4.67523
2.25,224,9.764,0.48,4.68672
2.26,225,9.7625,0.48125,4.6982
2.27,226,9.761,0.4825,4.70968
2.28,227,9.7595,0.48375,4.72116
2.29,228,9.758,0.485,4.73263
2.3,229,9.7565,0.48625,4.7441
2.31,230,9.755,0.4875,4.75556
2.32,231,9.7535,0.48875,4.76702
2.33,232,9.752,0.49,4.77848
2.34,233,9.7505,0.49125,4.78993
2.35,234,9.749,0.4925,4.80138
2.36,235,9.7475,0.49375,4.81283
2.37,236,9.746,0.495,4.82427
2.38,237,9.7445,0.49625,4.83571
2.39,238,9.743,0.4975,4.84714
2.4,239,9.7415,0.49875,4.85857
2.41,240,9.74,0.5,4.87
2.42,241,9.7385,0.50125,4.88142
2.43,242,9.737,0.5025,4.89284
2.44,243,9.7355,0.50375,4.90426
2.45,244,9.734,0.505,4.91567
2.46,245,9.7325,0.50625,4.92708
2.47,246,9.731,0.5075,4.93848
2.48,247,9.7295,0.50875,4.94988
2.49,248,9.728,0.51,4.96128
2.5,249,9.7265,0.51125,4.97267
2.51,250,9.725,0.5125,4.98406
2.52,251,9.7235,0.51375,4.99545
2.53,252,9.722,0.515,5.00683
2.54,253,9.7205,0.51625,5.01821
2.55,254,9.719,0.5175,5.02958
2.56,255,9.7175,0.51875,5.04095
2.57,256,9.716,0.52,5.05232
2.58,257,9.7145,0.52125,5.06368
2.59,258,9.713,0.5225,5.07504
2.6,259,9.7115,0.52375,5.0864
2.61,260,9.71,0.525,5.09775
2.62,261,9.7085,0.52625,5.1091
2.63,262,9.707,0.5275,5.12044
2.64,263,9.7055,0.52875,5.13178
2.65,264,9.704,0.53,5.14312
2.66,265,9.7025,0.53125,5.15445
2.67,266,9.701,0.5325,5.16578
2.68,267,9.6995,0.53375,5.17711
2.69,268,9.698,0.535,5.18843
2.7,269,9.6965,0.53625,5.19975
2.71,270,9.695,0.5375,5.21106
2.72,271,9.6935,0.53875,5.22237
2.73,272,9.692,0.54,5.23368
2.74,273,9.6905,0.54125,5.24498
2.75,274,9.689,0.5425,5.25628
2.76,275,9.6875,0.54375,5.26758
2.77,276,9.686,0.545,5.27887
2.78,277,9.6845,0.54625,5.29016
2.79,278,9.683,0.5475,5.30144
2.8,279,9.6815,0.54875,5.31272
2.81,280,9.68,0.55,5.324
2.82,281,9.6785,0.55125,5.33527
2.83,282,9.677,0.5525,5.34654
2.84,283,9.6755,0.55375,5.35781
2.85,284,9.674,0.555,5.36907
2.86,285,9.6725,0.55625,5.38033
2.87,286,9.671,0.5575,5.39158
2.88,287,9.6695,0.55875,5.40283
2.89,288,9.668,0.56,5.41408
2.9,289,9.6665,0.56125,5.42532
2.91,290,9.665,0.5625,5.43656
2.92,291,9.6635,0.56375,5.4478
2.93,292,9.662,0.565,5.45903
2.94,293,9.6605,0.56625,5.47026
2.95,294,9.659,0.5675,5.48148
2.96,295,9.6575,0.56875,5.4927
2.97,296,9.656,0.57,5.50392
2.98,297,9.6545,0.57125,5.51513
2.99,298,9.653,0.5725,5.52634
3,299,9.6515,0.57375,5.53755
3.01,300,9.65,0.575,5.54875
3.02,301,9.6485,0.57625,5.55995
3.03,302,9.647,0.5775,5.57114
3.04,303,9.6455,0.57875,5.58233
3.05,304,9.644,0.58,5.59352
3.06,305,9.6425,0.58125,5.6047
3.07,306,9.641,0.5825,5.61588
3.08,307,9.6395,0.58375,5.62706
3.09,308,9.638,0.585,5.63823
3.1,309,9.6365,0.58625,5.6494
3.11,310,9.635,0.5875,5.66056
3.12,311,9.6335,0.58875,5.67172
3.13,312,9.632,0.59,5.68288
3.14,313,9.6305,0.59125,5.69403
3.15,314,9.629,0.5925,5.70518
3.16,315,9.6275,0.59375,5.71633
3.17,316,9.626,0.595,5.72747
3.18,317,9.6245,0.59625,5.73861
3.19,318,9.623,0.5975,5.74974
3.2,319,9.6215,0.59875,5.76087
3.21,320,9.62,0.6,5.772
3.22,321,9.6185,0.60125,5.78312
3.23,322,9.617,0.6025,5.79424
3.24,323,9.6155,0.60375,5.80536
3.25,324,9.614,0.605,5.81647
3.26,325,9.6125,0.60625,5.82758
3.27,326,9.611,0.6075,5.83868
3.28,327,9.6095,0.60875,5.84978
3.29,328,9.608,0.61,5.86088
3.3,329,9.6065,0.61125,5.87197
3.31,330,9.605,0.6125,5.88306
3.32,331,9.6035,0.61375,5.89415
3.33,332,9.602,0.615,5.90523
3.34,333,9.6005,0.61625,5.91631
3.35,334,9.599,0.6175,5.92738
3.36,335,9.5975,0.61875,5.93845
3.37,336,9.596,0.62,5.94952
3.38,337,9.5945,0.62125,5.96058
3.39,338,9.593,0.6225,5.97164
3.4,339,9.5915,0.62375,5.9827
3.41,340,9.59,0.625,5.99375
3.42,341,9.5885,0.62625,6.0048
3.43,342,9.587,0.6275,6.01584
3.44,343,9.5855,0.62875,6.02688
3.45,344,9.584,0.63,6.03792
3.46,345,9.5825,0.63125,6.04895
3.47,346,9.581,0.6325,6.05998
3.48,347,9.5795,0.63375,6.07101
3.49,348,9.578,0.635,6.08203
3.5,349,9.5765,0.63625,6.09305
3.51,350,9.575,0.6375,6.10406
3.52,351,9.5735,0.63875,6.11507
3.53,352,9.572,0.64,6.12608
3.54,353,9.5705,0.64125,6.13708
3.55,354,9.569,0.6425,6.14808
3.56,355,9.5675,0.64375,6.15908
3.57,356,9.566,0.645,6.17007
3.58,357,9.5645,0.64625,6.18106
3.59,358,9.563,0.6475,6.19204
3.6,359,9.5615,0.64875,6.20302
3.61,360,9.56,0.65,6.214
3.62,361,9.5585,0.65125,6.22497
3.63,362,9.557,0.6525,6.23594
3.64,363,9.5555,0.65375,6.24691
3.65,364,9.554,0.655,6.25787
3.66,365,9.5525,0.65625,6.26883
3.67,366,9.551,0.6575,6.27978
3.68,367,9.5495,0.65875,6.29073
3.69,368,9.548,0.66,6.30168
3.7,369,9.5465,0.66125,6.31262
3.71,370,9.545,0.6625,6.32356
3.72,371,9.5435,0.66375,6.3345
3.73,372,9.542,0.665,6.34543
3.74,373,9.5405,0.66625,6.35636
3.75,374,9.539,0.6675,6.36728
3.76,375,9.5375,0.66875,6.3782
3.77,376,9.536,0.67,6.38912
3.78,377,9.5345,0.67125,6.40003
3.79,378,9.533,0.6725,6.41094
3.8,379,9.5315,0.67375,6.42185
3.81,380,9.53,0.675,6.43275
3.82,381,9.5285,0.67625,6.44365
3.83,382,9.527,0.6775,6.45454
3.84,383,9.5255,0.67875,6.46543
3.85,384,9.524,0.68,6.47632
3.86,385,9.5225,0.68125,6.4872
3.87,386,9.521,0.6825,6.49808
3.88,387,9.5195,0.68375,6.50896
3.89,388,9.518,0.685,6.51983
3.9,389,9.5165,0.68625,6.5307
3.91,390,9.515,0.6875,6.54156
3.92,391,9.5135,0.68875,6.55242
3.93,392,9.512,0.69,6.56328
3.94,393,9.5105,0.69125,6.57413
3.95,394,9.509,0.6925,6.58498
3.96,395,9.5075,0.69375,6.59583
3.97,396,9.506,0.695,6.60667
3.98,397,9.5045,0.69625,6.61751
3.99,398,9.503,0.6975,6.62834
4,399,9.5015,0.69875,6.63917
4.01,400,9.5,0.7,6.65
4.02,401,9.4975,0.7006,6.65395
4.03,402,9.495,0.7012,6.65789
4.04,403,9.4925,0.7018,6.66184
4.05,404,9.49,0.7024,6.66578
4.06,405,9.4875,0.703,6.66971
4.07,406,9.485,0.7036,6.67365
4.08,407,9.4825,0.7042,6.67758
4.09,408,9.48,0.7048,6.6815
4.1,409,9.4775,0.7054,6.68543
4.11,410,9.475,0.706,6.68935
4.12,411,9.4725,0.7066,6.69327
4.13,412,9.47,0.7072,6.69718
4.14,413,9.4675,0.7078,6.7011
4.15,414,9.465,0.7084,6.70501
4.16,415,9.4625,0.709,6.70891
4.17,416,9.46,0.7096,6.71282
4.18,417,9.4575,0.7102,6.71672
4.19,418,9.455,0.7108,6.72061
4.2,419,9.4525,0.7114,6.72451
4.21,420,9.45,0.712,6.7284
4.22,421,9.4475,0.7126,6.73229
4.23,422,9.445,0.7132,6.73617
4.24,423,9.4425,0.7138,6.74006
4.25,424,9.44,0.7144,6.74394
4.26,425,9.4375,0.715,6.74781
4.27,426,9.435,0.7156,6.75169
4.28,427,9.4325,0.7162,6.75556
4.29,428,9.43,0.7168,6.75942
4.3,429,9.4275,0.7174,6.76329
4.31,430,9.425,0.718,6.76715
4.32,431,9.4225,0.7186,6.77101
4.33,432,9.42,0.7192,6.77486
4.34,433,9.4175,0.7198,6.77872
4.35,434,9.415,0.7204,6.78257
4.36,435,9.4125,0.721,6.78641
4.37,436,9.41,0.7216,6.79026
4.38,437,9.4075,0.7222,6.7941
4.39,438,9.405,0.7228,6.79793
4.4,439,9.4025,0.7234,6.80177
4.41,440,9.4,0.724,6.8056
4.42,441,9.3975,0.7246,6.80943
4.43,442,9.395,0.7252,6.81325
4.44,443,9.3925,0.7258,6.81708
4.45,444,9.39,0.7264,6.8209
4.46,445,9.3875,0.727,6.82471
4.47,446,9.385,0.7276,6.82853
4.48,447,9.3825,0.7282,6.83234
4.49,448,9.38,0.7288,6.83614
4.5,449,9.3775,0.7294,6.83995
4.51,450,9.375,0.73,6.84375
4.52,451,9.3725,0.7306,6.84755
4.53,452,9.37,0.7312,6.85134
4.54,453,9.3675,0.7318,6.85514
4.55,454,9.365,0.7324,6.85893
4.56,455,9.3625,0.733,6.86271
4.57,456,9.36,0.7336,6.8665
4.58,457,9.3575,0.7342,6.87028
4.59,458,9.355,0.7348,6.87405
4.6,459,9.3525,0.7354,6.87783
4.61,460,9.35,0.736,6.8816
4.62,461,9.3475,0.7366,6.88537
4.63,462,9.345,0.7372,6.88913
4.64,463,9.3425,0.7378,6.8929
4.65,464,9.34,0.7384,6.89666
4.66,465,9.3375,0.739,6.90041
4.67,466,9.335,0.7396,6.90417
4.68,467,9.3325,0.7402,6.90792
4.69,468,9.33,0.7408,6.91166
4.7,469,9.3275,0.7414,6.91541
4.71,470,9.325,0.742,6.91915
4.72,471,9.3225,0.7426,6.92289
4.73,472,9.32,0.7432,6.92662
4.74,473,9.3175,0.7438,6.93036
4.75,474,9.315,0.7444,6.93409
4.76,475,9.3125,0.745,6.93781
4.77,476,9.31,0.7456,6.94154
4.78,477,9.3075,0.7462,6.94526
4.79,478,9.305,0.7468,6.94897
4.8,479,9.3025,0.7474,6.95269
4.81,480,9.3,0.748,6.9564
4.82,481,9.2975,0.7486,6.96011
4.83,482,9.295,0.7492,6.96381
4.84,483,9.2925,0.7498,6.96752
4.85,484,9.29,0.7504,6.97122
4.86,485,9.2875,0.751,6.97491
4.87,486,9.285,0.7516,6.97861
4.88,487,9.2825,0.7522,6.9823
4.89,488,9.28,0.7528,6.98598
4.9,489,9.2775,0.7534,6.98967
4.91,490,9.275,0.754,6.99335
4.92,491,9.2725,0.7546,6.99703
4.93,492,9.27,0.7552,7.0007
4.94,493,9.2675,0.7558,7.00438
4.95,494,9.265,0.7564,7.00805
4.96,495,9.2625,0.757,7.01171
4.97,496,9.26,0.7576,7.01538
4.98,497,9.2575,0.7582,7.01904
4.99,498,9.255,0.7588,7.02269
5,499,9.2525,0.7594,7.02635
5.01,500,9.25,0.76,7.03
5.02,501,9.2475,0.7606,7.03365
5.03,502,9.245,0.7612,7.03729
5.04,503,9.2425,0.7618,7.04094
5.05,504,9.24,0.7624,7.04458
5.06,505,9.2375,0.763,7.04821
5.07,506,9.235,0.7636,7.05185
5.08,507,9.2325,0.7642,7.05548
5.09,508,9.23,0.7648,7.0591
5.1,509,9.2275,0.7654,7.06273
5.11,510,9.225,0.766,7.06635
5.12,511,9.2225,0.7666,7.06997
5.13,512,9.22,0.7672,7.07358
5.14,513,9.2175,0.7678,7.0772
5.15,514,9.215,0.7684,7.08081
5.16,515,9.2125,0.769,7.08441
5.17,516,9.21,0.7696,7.08802
5.18,517,9.2075,0.7702,7.09162
5.19,518,9.205,0.7708,7.09521
5.2,519,9.2025,0.7714,7.09881
5.21,520,9.2,0.772,7.1024
5.22,521,9.1975,0.7726,7.10599
5.23,522,9.195,0.7732,7.10957
5.24,523,9.1925,0.7738,7.11316
5.25,524,9.19,0.7744,7.11674
5.26,525,9.1875,0.775,7.12031
5.27,526,9.185,0.7756,7.12389
5.28,527,9.1825,0.7762,7.12746
5.29,528,9.18,0.7768,7.13102
5.3,529,9.1775,0.7774,7.13459
5.31,530,9.175,0.778,7.13815
5.32,531,9.1725,0.7786,7.14171
5.33,532,9.17,0.7792,7.14526
5.34,533,9.1675,0.7798,7.14882
5.35,534,9.165,0.7804,7.15237
5.36,535,9.1625,0.781,7.15591
5.37,536,9.16,0.7816,7.15946
5.38,537,9.1575,0.7822,7.163
5.39,538,9.155,0.7828,7.16653
5.4,539,9.1525,0.7834,7.17007
5.41,540,9.15,0.784,7.1736
5.42,541,9.1475,0.7846,7.17713
5.43,542,9.145,0.7852,7.18065
5.44,543,9.1425,0.7858,7.18418
5.45,544,9.14,0.7864,7.1877
5.46,545,9.1375,0.787,7.19121
5.47,546,9.135,0.7876,7.19473
5.48,547,9.1325,0.7882,7.19824
5.49,548,9.13,0.7888,7.20174
5.5,549,9.1275,0.7894,7.20525
5.51,550,9.125,0.79,7.20875
5.52,551,9.1225,0.7906,7.21225
5.53,552,9.12,0.7912,7.21574
5.54,553,9.1175,0.7918,7.21924
5.55,554,9.115,0.7924,7.22273
5.56,555,9.1125,0.793,7.22621
5.57,556,9.11,0.7936,7.2297
5.58,557,9.1075,0.7942,7.23318
5.59,558,9.105,0.7948,7.23665
5.6,559,9.1025,0.7954,7.24013
5.61,560,9.1,0.796,7.2436
5.62,561,9.0975,0.7966,7.24707
5.63,562,9.095,0.7972,7.25053
5.64,563,9.0925,0.7978,7.254
5.65,564,9.09,0.7984,7.25746
5.66,565,9.0875,0.799,7.26091
5.67,566,9.085,0.7996,7.26437
5.68,567,9.0825,0.8002,7.26782
5.69,568,9.08,0.8008,7.27126
5.7,569,9.0775,0.8014,7.27471
5.71,570,9.075,0.802,7.27815
5.72,571,9.0725,0.8026,7.28159
5.73,572,9.07,0.8032,7.28502
5.74,573,9.0675,0.8038,7.28846
5.75,574,9.065,0.8044,7.29189
5.76,575,9.0625,0.805,7.29531
5.77,576,9.06,0.8056,7.29874
5.78,577,9.0575,0.8062,7.30216
5.79,578,9.055,0.8068,7.30557
5.8,579,9.0525,0.8074,7.30899
5.81,580,9.05,0.808,7.3124
5.82,581,9.0475,0.8086,7.31581
5.83,582,9.045,0.8092,7.31921
5.84,583,9.0425,0.8098,7.32262
5.85,584,9.04,0.8104,7.32602
5.86,585,9.0375,0.811,7.32941
5.87,586,9.035,0.8116,7.33281
5.88,587,9.0325,0.8122,7.3362
5.89,588,9.03,0.8128,7.33958
5.9,589,9.0275,0.8134,7.34297
5.91,590,9.025,0.814,7.34635
5.92,591,9.0225,0.8146,7.34973
5.93,592,9.02,0.8152,7.3531
5.94,593,9.0175,0.8158,7.35648
5.95,594,9.015,0.8164,7.35985
5.96,595,9.0125,0.817,7.36321
5.97,596,9.01,0.8176,7.36658
5.98,597,9.0075,0.8182,7.36994
5.99,598,9.005,0.8188,7.37329
6,599,9.0025,0.8194,7.37665
6.01,600,9,0.82,7.38
6.02,601,8.9965,0.8203,7.37983
6.03,602,8.993,0.8206,7.37966
6.04,603,8.9895,0.8209,7.37948
6.05,604,8.986,0.8212,7.3793
6.06,605,8.9825,0.8215,7.37912
6.07,606,8.979,0.8218,7.37894
6.08,607,8.9755,0.8221,7.37876
6.09,608,8.972,0.8224,7.37857
6.1,609,8.9685,0.8227,7.37838
6.11,610,8.965,0.823,7.3782
6.12,611,8.9615,0.8233,7.378
6.13,612,8.958,0.8236,7.37781
6.14,613,8.9545,0.8239,7.37761
6.15,614,8.951,0.8242,7.37741
6.16,615,8.9475,0.8245,7.37721
6.17,616,8.944,0.8248,7.37701
6.18,617,8.9405,0.8251,7.37681
6.19,618,8.937,0.8254,7.3766
6.2,619,8.9335,0.8257,7.37639
6.21,620,8.93,0.826,7.37618
6.22,621,8.9265,0.8263,7.37597
6.23,622,8.923,0.8266,7.37575
6.24,623,8.9195,0.8269,7.37553
6.25,624,8.916,0.8272,7.37532
6.26,625,8.9125,0.8275,7.37509
6.27,626,8.909,0.8278,7.37487
6.28,627,8.9055,0.8281,7.37464
6.29,628,8.902,0.8284,7.37442
6.3,629,8.8985,0.8287,7.37419
6.31,630,8.895,0.829,7.37396
6.32,631,8.8915,0.8293,7.37372
6.33,632,8.888,0.8296,7.37348
6.34,633,8.8845,0.8299,7.37325
6.35,634,8.881,0.8302,7.37301
6.36,635,8.8775,0.8305,7.37276
6.37,636,8.874,0.8308,7.37252
6.38,637,8.8705,0.8311,7.37227
6.39,638,8.867,0.8314,7.37202
6.4,639,8.8635,0.8317,7.37177
6.41,640,8.86,0.832,7.37152
6.42,641,8.8565,0.8323,7.37126
6.43,642,8.853,0.8326,7.37101
6.44,643,8.8495,0.8329,7.37075
6.45,644,8.846,0.8332,7.37049
6.46,645,8.8425,0.8335,7.37022
6.47,646,8.839,0.8338,7.36996
6.48,647,8.8355,0.8341,7.36969
6.49,648,8.832,0.8344,7.36942
6.5,649,8.8285,0.8347,7.36915
6.51,650,8.825,0.835,7.36888
6.52,651,8.8215,0.8353,7.3686
6.53,652,8.818,0.8356,7.36832
6.54,653,8.8145,0.8359,7.36804
6.55,654,8.811,0.8362,7.36776
6.56,655,8.8075,0.8365,7.36747
6.57,656,8.804,0.8368,7.36719
6.58,657,8.8005,0.8371,7.3669
6.59,658,8.797,0.8374,7.36661
6.6,659,8.7935,0.8377,7.36631
6.61,660,8.79,0.838,7.36602
6.62,661,8.7865,0.8383,7.36572
6.63,662,8.783,0.8386,7.36542
6.64,663,8.7795,0.8389,7.36512
6.65,664,8.776,0.8392,7.36482
6.66,665,8.7725,0.8395,7.36451
6.67,666,8.769,0.8398,7.36421
6.68,667,8.7655,0.8401,7.3639
6.69,668,8.762,0.8404,7.36358
6.7,669,8.7585,0.8407,7.36327
6.71,670,8.755,0.841,7.36296
6.72,671,8.7515,0.8413,7.36264
6.73,672,8.748,0.8416,7.36232
6.74,673,8.7445,0.8419,7.36199
6.75,674,8.741,0.8422,7.36167
6.76,675,8.7375,0.8425,7.36134
6.77,676,8.734,0.8428,7.36102
6.78,677,8.7305,0.8431,7.36068
6.79,678,8.727,0.8434,7.36035
6.8,679,8.7235,0.8437,7.36002
6.81,680,8.72,0.844,7.35968
6.82,681,8.7165,0.8443,7.35934
6.83,682,8.713,0.8446,7.359
6.84,683,8.7095,0.8449,7.35866
6.85,684,8.706,0.8452,7.35831
6.86,685,8.7025,0.8455,7.35796
6.87,686,8.699,0.8458,7.35761
6.88,687,8.6955,0.8461,7.35726
6.89,688,8.692,0.8464,7.35691
6.9,689,8.6885,0.8467,7.35655
6.91,690,8.685,0.847,7.3562
6.92,691,8.6815,0.8473,7.35583
6.93,692,8.678,0.8476,7.35547
6.94,693,8.6745,0.8479,7.35511
