time,Message__1_Hz_,Carrier__20_Hz_,AM_Signal
2.002,0.00502652,0.125333,0.125333
2.003,0.0100528,0.24869,0.24869
2.004,0.0150788,0.368125,0.368125
2.005,0.0201041,0.481754,0.481754
2.006,0.0251286,0.587785,0.587785
2.007,0.0301521,0.684547,0.684547
2.008,0.0351745,0.770513,0.770513
2.009,0.0401955,0.844328,0.844328
2.01,0.0452148,0.904827,0.904827
2.011,0.0502324,0.951057,0.951057
2.012,0.055248,0.982287,0.982287
2.013,0.0602614,0.998027,0.998027
2.014,0.0652725,0.998027,0.998027
2.015,0.070281,0.982287,0.982287
2.016,0.0752867,0.951057,0.951057
2.017,0.0802894,0.904827,0.904827
2.018,0.0852889,0.844328,0.844328
2.019,0.0902851,0.770513,0.770513
2.02,0.0952777,0.684547,0.684547
2.021,0.100267,0.587785,0.587785
2.022,0.105251,0.481754,0.481754
2.023,0.110232,0.368125,0.368125
2.024,0.115209,0.24869,0.24869
2.025,0.12018,0.125333,0.125333
2.026,0.125148,1.40893e-11,1.40893e-11
2.027,0.13011,-0.125333,-0.125333
2.028,0.135067,-0.24869,-0.24869
2.029,0.140018,-0.368125,-0.368125
2.03,0.144965,-0.481754,-0.481754
2.031,0.149905,-0.587785,-0.587785
2.032,0.15484,-0.684547,-0.684547
2.033,0.159768,-0.770513,-0.770513
2.034,0.16469,-0.844328,-0.844328
2.035,0.169606,-0.904827,-0.904827
2.036,0.174515,-0.951057,-0.951057
2.037,0.179417,-0.982287,-0.982287
2.038,0.184312,-0.998027,-0.998027
2.039,0.189199,-0.998027,-0.998027
2.04,0.194079,-0.982287,-0.982287
2.041,0.198952,-0.951057,-0.951057
2.042,0.203817,-0.904827,-0.904827
2.043,0.208673,-0.844328,-0.844328
2.044,0.213522,-0.770513,-0.770513
2.045,0.218362,-0.684547,-0.684547
2.046,0.223193,-0.587785,-0.587785
2.047,0.228015,-0.481754,-0.481754
2.048,0.232829,-0.368125,-0.368125
2.049,0.237633,-0.24869,-0.24869
2.05,0.242428,-0.125333,-0.125333
2.051,0.247214,-1.44127e-11,-1.44127e-11
2.052,0.251989,0.125333,0.125333
2.053,0.256755,0.24869,0.24869
2.054,0.26151,0.368125,0.368125
2.055,0.266256,0.481754,0.481754
2.056,0.27099,0.587785,0.587785
2.057,0.275714,0.684547,0.684547
2.058,0.280427,0.770513,0.770513
2.059,0.28513,0.844328,0.844328
2.06,0.28982,0.904827,0.904827
2.061,0.2945,0.951057,0.951057
2.062,0.299167,0.982287,0.982287
2.063,0.303823,0.998027,0.998027
2.064,0.308467,0.998027,0.998027
2.065,0.313099,0.982287,0.982287
2.066,0.317718,0.951057,0.951057
2.067,0.322325,0.904827,0.904827
2.068,0.326919,0.844328,0.844328
2.069,0.3315,0.770513,0.770513
2.07,0.336069,0.684547,0.684547
2.071,0.340623,0.587785,0.587785
2.072,0.345165,0.481754,0.481754
2.073,0.349693,0.368125,0.368125
2.074,0.354207,0.24869,0.24869
2.075,0.358707,0.125333,0.125333
2.076,0.363192,1.47646e-11,1.47646e-11
2.077,0.367664,-0.125333,-0.125333
2.078,0.372121,-0.24869,-0.24869
2.079,0.376563,-0.368125,-0.368125
2.08,0.380991,-0.481754,-0.481754
2.081,0.385403,-0.587785,-0.587785
2.082,0.3898,-0.684547,-0.684547
2.083,0.394182,-0.770513,-0.770513
2.084,0.398548,-0.844328,-0.844328
2.085,0.402899,-0.904827,-0.904827
2.086,0.407233,-0.951057,-0.951057
2.087,0.411552,-0.982287,-0.982287
2.088,0.415854,-0.998027,-0.998027
2.089,0.42014,-0.998027,-0.998027
2.09,0.424409,-0.982287,-0.982287
2.091,0.428661,-0.951057,-0.951057
2.092,0.432897,-0.904827,-0.904827
2.093,0.437115,-0.844328,-0.844328
2.094,0.441317,-0.770513,-0.770513
2.095,0.4455,-0.684547,-0.684547
2.096,0.449667,-0.587785,-0.587785
2.097,0.453815,-0.481754,-0.481754
2.098,0.457946,-0.368125,-0.368125
2.099,0.462058,-0.24869,-0.24869
2.1,0.466152,-0.125333,-0.125333
2.101,0.470228,-1.51164e-11,-1.51164e-11
2.102,0.474285,0.125333,0.125333
2.103,0.478324,0.24869,0.24869
2.104,0.482344,0.368125,0.368125
2.105,0.486344,0.481754,0.481754
2.106,0.490326,0.587785,0.587785
2.107,0.494288,0.684547,0.684547
2.108,0.49823,0.770513,0.770513
2.109,0.502153,0.844328,0.844328
2.11,0.506056,0.904827,0.904827
2.111,0.509939,0.951057,0.951057
2.112,0.513802,0.982287,0.982287
2.113,0.517645,0.998027,0.998027
2.114,0.521467,0.998027,0.998027
2.115,0.525269,0.982287,0.982287
2.116,0.529049,0.951057,0.951057
2.117,0.532809,0.904827,0.904827
2.118,0.536548,0.844328,0.844328
2.119,0.540266,0.770513,0.770513
2.12,0.543963,0.684547,0.684547
2.121,0.547638,0.587785,0.587785
2.122,0.551291,0.481754,0.481754
2.123,0.554923,0.368125,0.368125
2.124,0.558532,0.24869,0.24869
2.125,0.56212,0.125333,0.125333
2.126,0.565685,1.54683e-11,1.54683e-11
2.127,0.569229,-0.125333,-0.125333
2.128,0.572749,-0.24869,-0.24869
2.129,0.576247,-0.368125,-0.368125
2.13,0.579723,-0.481754,-0.481754
2.131,0.583175,-0.587785,-0.587785
2.132,0.586604,-0.684547,-0.684547
2.133,0.59001,-0.770513,-0.770513
2.134,0.593393,-0.844328,-0.844328
2.135,0.596753,-0.904827,-0.904827
2.136,0.600089,-0.951057,-0.951057
2.137,0.603401,-0.982287,-0.982287
2.138,0.60669,-0.998027,-0.998027
2.139,0.609954,-0.998027,-0.998027
2.14,0.613194,-0.982287,-0.982287
2.141,0.616411,-0.951057,-0.951057
2.142,0.619602,-0.904827,-0.904827
2.143,0.62277,-0.844328,-0.844328
2.144,0.625913,-0.770513,-0.770513
2.145,0.629031,-0.684547,-0.684547
2.146,0.632124,-0.587785,-0.587785
2.147,0.635192,-0.481754,-0.481754
2.148,0.638236,-0.368125,-0.368125
2.149,0.641254,-0.24869,-0.24869
2.15,0.644246,-0.125333,-0.125333
2.151,0.647214,-1.58201e-11,-1.58201e-11
2.152,0.650155,0.125333,0.125333
2.153,0.653071,0.24869,0.24869
2.154,0.655962,0.368125,0.368125
2.155,0.658826,0.481754,0.481754
2.156,0.661664,0.587785,0.587785
2.157,0.664477,0.684547,0.684547
2.158,0.667263,0.770513,0.770513
2.159,0.670022,0.844328,0.844328
2.16,0.672756,0.904827,0.904827
2.161,0.675462,0.951057,0.951057
2.162,0.678142,0.982287,0.982287
2.163,0.680796,0.998027,0.998027
2.164,0.683422,0.998027,0.998027
2.165,0.686021,0.982287,0.982287
2.166,0.688594,0.951057,0.951057
2.167,0.691139,0.904827,0.904827
2.168,0.693657,0.844328,0.844328
2.169,0.696147,0.770513,0.770513
2.17,0.69861,0.684547,0.684547
2.171,0.701045,0.587785,0.587785
2.172,0.703453,0.481754,0.481754
2.173,0.705833,0.368125,0.368125
2.174,0.708185,0.24869,0.24869
2.175,0.710509,0.125333,0.125333
2.176,0.712805,1.61719e-11,1.61719e-11
2.177,0.715073,-0.125333,-0.125333
2.178,0.717313,-0.24869,-0.24869
2.179,0.719524,-0.368125,-0.368125
2.18,0.721707,-0.481754,-0.481754
2.181,0.723862,-0.587785,-0.587785
2.182,0.725988,-0.684547,-0.684547
2.183,0.728085,-0.770513,-0.770513
2.184,0.730153,-0.844328,-0.844328
2.185,0.732193,-0.904827,-0.904827
2.186,0.734204,-0.951057,-0.951057
2.187,0.736185,-0.982287,-0.982287
2.188,0.738138,-0.998027,-0.998027
2.189,0.740062,-0.998027,-0.998027
2.19,0.741956,-0.982287,-0.982287
2.191,0.743821,-0.951057,-0.951057
2.192,0.745657,-0.904827,-0.904827
2.193,0.747463,-0.844328,-0.844328
2.194,0.74924,-0.770513,-0.770513
2.195,0.750987,-0.684547,-0.684547
2.196,0.752705,-0.587785,-0.587785
2.197,0.754392,-0.481754,-0.481754
2.198,0.75605,-0.368125,-0.368125
2.199,0.757679,-0.24869,-0.24869
2.2,0.759277,-0.125333,-0.125333
2.201,0.760845,-1.65238e-11,-1.65238e-11
2.202,0.762383,0.125333,0.125333
2.203,0.763892,0.24869,0.24869
2.204,0.76537,0.368125,0.368125
2.205,0.766817,0.481754,0.481754
2.206,0.768235,0.587785,0.587785
2.207,0.769622,0.684547,0.684547
2.208,0.770979,0.770513,0.770513
2.209,0.772305,0.844328,0.844328
2.21,0.773601,0.904827,0.904827
2.211,0.774867,0.951057,0.951057
2.212,0.776101,0.982287,0.982287
2.213,0.777305,0.998027,0.998027
2.214,0.778479,0.998027,0.998027
2.215,0.779621,0.982287,0.982287
2.216,0.780733,0.951057,0.951057
2.217,0.781814,0.904827,0.904827
2.218,0.782865,0.844328,0.844328
2.219,0.783884,0.770513,0.770513
2.22,0.784872,0.684547,0.684547
2.221,0.78583,0.587785,0.587785
2.222,0.786756,0.481754,0.481754
2.223,0.787651,0.368125,0.368125
2.224,0.788516,0.24869,0.24869
2.225,0.789349,0.125333,0.125333
2.226,0.790151,1.68756e-11,1.68756e-11
2.227,0.790921,-0.125333,-0.125333
2.228,0.791661,-0.24869,-0.24869
2.229,0.792369,-0.368125,-0.368125
2.23,0.793046,-0.481754,-0.481754
2.231,0.793692,-0.587785,-0.587785
2.232,0.794306,-0.684547,-0.684547
2.233,0.794889,-0.770513,-0.770513
2.234,0.795441,-0.844328,-0.844328
2.235,0.795961,-0.904827,-0.904827
2.236,0.79645,-0.951057,-0.951057
2.237,0.796907,-0.982287,-0.982287
2.238,0.797333,-0.998027,-0.998027
2.239,0.797727,-0.998027,-0.998027
2.24,0.79809,-0.982287,-0.982287
2.241,0.798421,-0.951057,-0.951057
2.242,0.798721,-0.904827,-0.904827
2.243,0.79899,-0.844328,-0.844328
2.244,0.799226,-0.770513,-0.770513
2.245,0.799432,-0.684547,-0.684547
2.246,0.799605,-0.587785,-0.587785
2.247,0.799747,-0.481754,-0.481754
2.248,0.799858,-0.368125,-0.368125
2.249,0.799937,-0.24869,-0.24869
2.25,0.799984,-0.125333,-0.125333
2.251,0.8,-1.72275e-11,-1.72275e-11
2.252,0.799984,0.125333,0.125333
2.253,0.799937,0.24869,0.24869
2.254,0.799858,0.368125,0.368125
2.255,0.799747,0.481754,0.481754
2.256,0.799605,0.587785,0.587785
2.257,0.799432,0.684547,0.684547
2.258,0.799226,0.770513,0.770513
2.259,0.79899,0.844328,0.844328
2.26,0.798721,0.904827,0.904827
2.261,0.798421,0.951057,0.951057
2.262,0.79809,0.982287,0.982287
2.263,0.797727,0.998027,0.998027
2.264,0.797333,0.998027,0.998027
2.265,0.796907,0.982287,0.982287
2.266,0.79645,0.951057,0.951057
2.267,0.795961,0.904827,0.904827
2.268,0.795441,0.844328,0.844328
2.269,0.794889,0.770513,0.770513
2.27,0.794306,0.684547,0.684547
2.271,0.793692,0.587785,0.587785
2.272,0.793046,0.481754,0.481754
2.273,0.792369,0.368125,0.368125
2.274,0.791661,0.24869,0.24869
2.275,0.790921,0.125333,0.125333
2.276,0.790151,1.75225e-11,1.75225e-11
2.277,0.789349,-0.125333,-0.125333
2.278,0.788516,-0.24869,-0.24869
2.279,0.787651,-0.368125,-0.368125
2.28,0.786756,-0.481754,-0.481754
2.281,0.78583,-0.587785,-0.587785
2.282,0.784872,-0.684547,-0.684547
2.283,0.783884,-0.770513,-0.770513
2.284,0.782865,-0.844328,-0.844328
2.285,0.781814,-0.904827,-0.904827
2.286,0.780733,-0.951057,-0.951057
2.287,0.779621,-0.982287,-0.982287
2.288,0.778479,-0.998027,-0.998027
2.289,0.777305,-0.998027,-0.998027
2.29,0.776101,-0.982287,-0.982287
2.291,0.774867,-0.951057,-0.951057
2.292,0.773601,-0.904827,-0.904827
2.293,0.772305,-0.844328,-0.844328
2.294,0.770979,-0.770513,-0.770513
2.295,0.769622,-0.684547,-0.684547
2.296,0.768235,-0.587785,-0.587785
2.297,0.766817,-0.481754,-0.481754
2.298,0.76537,-0.368125,-0.368125
2.299,0.763892,-0.24869,-0.24869
2.3,0.762383,-0.125333,-0.125333
2.301,0.760845,-1.78743e-11,-1.78743e-11
2.302,0.759277,0.125333,0.125333
2.303,0.757679,0.24869,0.24869
2.304,0.75605,0.368125,0.368125
2.305,0.754392,0.481754,0.481754
2.306,0.752705,0.587785,0.587785
2.307,0.750987,0.684547,0.684547
2.308,0.74924,0.770513,0.770513
2.309,0.747463,0.844328,0.844328
2.31,0.745657,0.904827,0.904827
2.311,0.743821,0.951057,0.951057
2.312,0.741956,0.982287,0.982287
2.313,0.740062,0.998027,0.998027
2.314,0.738138,0.998027,0.998027
2.315,0.736185,0.982287,0.982287
2.316,0.734204,0.951057,0.951057
2.317,0.732193,0.904827,0.904827
2.318,0.730153,0.844328,0.844328
2.319,0.728085,0.770513,0.770513
2.32,0.725988,0.684547,0.684547
2.321,0.723862,0.587785,0.587785
2.322,0.721707,0.481754,0.481754
2.323,0.719524,0.368125,0.368125
2.324,0.717313,0.24869,0.24869
2.325,0.715073,0.125333,0.125333
2.326,0.712805,1.82262e-11,1.82262e-11
2.327,0.710509,-0.125333,-0.125333
2.328,0.708185,-0.24869,-0.24869
2.329,0.705833,-0.368125,-0.368125
2.33,0.703453,-0.481754,-0.481754
2.331,0.701045,-0.587785,-0.587785
2.332,0.69861,-0.684547,-0.684547
2.333,0.696147,-0.770513,-0.770513
2.334,0.693657,-0.844328,-0.844328
2.335,0.691139,-0.904827,-0.904827
2.336,0.688594,-0.951057,-0.951057
2.337,0.686021,-0.982287,-0.982287
2.338,0.683422,-0.998027,-0.998027
2.339,0.680796,-0.998027,-0.998027
2.34,0.678142,-0.982287,-0.982287
2.341,0.675462,-0.951057,-0.951057
2.342,0.672756,-0.904827,-0.904827
2.343,0.670022,-0.844328,-0.844328
2.344,0.667263,-0.770513,-0.770513
2.345,0.664477,-0.684547,-0.684547
2.346,0.661664,-0.587785,-0.587785
2.347,0.658826,-0.481754,-0.481754
2.348,0.655962,-0.368125,-0.368125
2.349,0.653071,-0.24869,-0.24869
2.35,0.650155,-0.125333,-0.125333
2.351,0.647214,-1.8578e-11,-1.8578e-11
2.352,0.644246,0.125333,0.125333
2.353,0.641254,0.24869,0.24869
2.354,0.638236,0.368125,0.368125
2.355,0.635192,0.481754,0.481754
2.356,0.632124,0.587785,0.587785
2.357,0.629031,0.684547,0.684547
2.358,0.625913,0.770513,0.770513
2.359,0.62277,0.844328,0.844328
2.36,0.619602,0.904827,0.904827
2.361,0.616411,0.951057,0.951057
2.362,0.613194,0.982287,0.982287
2.363,0.609954,0.998027,0.998027
2.364,0.60669,0.998027,0.998027
2.365,0.603401,0.982287,0.982287
2.366,0.600089,0.951057,0.951057
2.367,0.596753,0.904827,0.904827
2.368,0.593393,0.844328,0.844328
2.369,0.59001,0.770513,0.770513
2.37,0.586604,0.684547,0.684547
2.371,0.583175,0.587785,0.587785
2.372,0.579723,0.481754,0.481754
2.373,0.576247,0.368125,0.368125
2.374,0.572749,0.24869,0.24869
2.375,0.569229,0.125333,0.125333
2.376,0.565685,1.89298e-11,1.89298e-11
2.377,0.56212,-0.125333,-0.125333
2.378,0.558532,-0.24869,-0.24869
2.379,0.554923,-0.368125,-0.368125
2.38,0.551291,-0.481754,-0.481754
2.381,0.547638,-0.587785,-0.587785
2.382,0.543963,-0.684547,-0.684547
2.383,0.540266,-0.770513,-0.770513
2.384,0.536548,-0.844328,-0.844328
2.385,0.532809,-0.904827,-0.904827
2.386,0.529049,-0.951057,-0.951057
2.387,0.525269,-0.982287,-0.982287
2.388,0.521467,-0.998027,-0.998027
2.389,0.517645,-0.998027,-0.998027
2.39,0.513802,-0.982287,-0.982287
2.391,0.509939,-0.951057,-0.951057
2.392,0.506056,-0.904827,-0.904827
2.393,0.502153,-0.844328,-0.844328
2.394,0.49823,-0.770513,-0.770513
2.395,0.494288,-0.684547,-0.684547
2.396,0.490326,-0.587785,-0.587785
2.397,0.486344,-0.481754,-0.481754
2.398,0.482344,-0.368125,-0.368125
2.399,0.478324,-0.24869,-0.24869
2.4,0.474285,-0.125333,-0.125333
2.401,0.470228,-1.92817e-11,-1.92817e-11
2.402,0.466152,0.125333,0.125333
2.403,0.462058,0.24869,0.24869
2.404,0.457946,0.368125,0.368125
2.405,0.453815,0.481754,0.481754
2.406,0.449667,0.587785,0.587785
2.407,0.4455,0.684547,0.684547
2.408,0.441317,0.770513,0.770513
2.409,0.437115,0.844328,0.844328
2.41,0.432897,0.904827,0.904827
2.411,0.428661,0.951057,0.951057
2.412,0.424409,0.982287,0.982287
2.413,0.42014,0.998027,0.998027
2.414,0.415854,0.998027,0.998027
2.415,0.411552,0.982287,0.982287
2.416,0.407233,0.951057,0.951057
2.417,0.402899,0.904827,0.904827
2.418,0.398548,0.844328,0.844328
2.419,0.394182,0.770513,0.770513
2.42,0.3898,0.684547,0.684547
2.421,0.385403,0.587785,0.587785
2.422,0.380991,0.481754,0.481754
2.423,0.376563,0.368125,0.368125
2.424,0.372121,0.24869,0.24869
2.425,0.367664,0.125333,0.125333
2.426,0.363192,1.96335e-11,1.96335e-11
2.427,0.358707,-0.125333,-0.125333
2.428,0.354207,-0.24869,-0.24869
2.429,0.349693,-0.368125,-0.368125
2.43,0.345165,-0.481754,-0.481754
2.431,0.340623,-0.587785,-0.587785
2.432,0.336069,-0.684547,-0.684547
2.433,0.3315,-0.770513,-0.770513
2.434,0.326919,-0.844328,-0.844328
2.435,0.322325,-0.904827,-0.904827
2.436,0.317718,-0.951057,-0.951057
2.437,0.313099,-0.982287,-0.982287
2.438,0.308467,-0.998027,-0.998027
2.439,0.303823,-0.998027,-0.998027
2.44,0.299167,-0.982287,-0.982287
2.441,0.2945,-0.951057,-0.951057
2.442,0.28982,-0.904827,-0.904827
2.443,0.28513,-0.844328,-0.844328
2.444,0.280427,-0.770513,-0.770513
2.445,0.275714,-0.684547,-0.684547
2.446,0.27099,-0.587785,-0.587785
2.447,0.266256,-0.481754,-0.481754
2.448,0.26151,-0.368125,-0.368125
2.449,0.256755,-0.24869,-0.24869
2.45,0.251989,-0.125333,-0.125333
2.451,0.247214,-1.99854e-11,-1.99854e-11
2.452,0.242428,0.125333,0.125333
2.453,0.237633,0.24869,0.24869
2.454,0.232829,0.368125,0.368125
2.455,0.228015,0.481754,0.481754
2.456,0.223193,0.587785,0.587785
2.457,0.218362,0.684547,0.684547
2.458,0.213522,0.770513,0.770513
2.459,0.208673,0.844328,0.844328
2.46,0.203817,0.904827,0.904827
2.461,0.198952,0.951057,0.951057
2.462,0.194079,0.982287,0.982287
2.463,0.189199,0.998027,0.998027
2.464,0.184312,0.998027,0.998027
2.465,0.179417,0.982287,0.982287
2.466,0.174515,0.951057,0.951057
2.467,0.169606,0.904827,0.904827
2.468,0.16469,0.844328,0.844328
2.469,0.159768,0.770513,0.770513
2.47,0.15484,0.684547,0.684547
2.471,0.149905,0.587785,0.587785
2.472,0.144965,0.481754,0.481754
2.473,0.140018,0.368125,0.368125
2.474,0.135067,0.24869,0.24869
2.475,0.13011,0.125333,0.125333
2.476,0.125148,2.03372e-11,2.03372e-11
2.477,0.12018,-0.125333,-0.125333
2.478,0.115209,-0.24869,-0.24869
2.479,0.110232,-0.368125,-0.368125
2.48,0.105251,-0.481754,-0.481754
2.481,0.100267,-0.587785,-0.587785
2.482,0.0952777,-0.684547,-0.684547
2.483,0.0902851,-0.770513,-0.770513
2.484,0.0852889,-0.844328,-0.844328
2.485,0.0802894,-0.904827,-0.904827
2.486,0.0752867,-0.951057,-0.951057
2.487,0.070281,-0.982287,-0.982287
2.488,0.0652725,-0.998027,-0.998027
2.489,0.0602614,-0.998027,-0.998027
2.49,0.055248,-0.982287,-0.982287
2.491,0.0502324,-0.951057,-0.951057
2.492,0.0452148,-0.904827,-0.904827
2.493,0.0401955,-0.844328,-0.844328
2.494,0.0351745,-0.770513,-0.770513
2.495,0.0301521,-0.684547,-0.684547
2.496,0.0251286,-0.587785,-0.587785
2.497,0.0201041,-0.481754,-0.481754
2.498,0.0150788,-0.368125,-0.368125
2.499,0.0100528,-0.24869,-0.24869
2.5,0.00502652,-0.125333,-0.125333
2.501,8.26141e-13,-2.06322e-11,-2.06322e-11
2.502,-0.00502652,0.125333,0.125333
2.503,-0.0100528,0.24869,0.24869
2.504,-0.0150788,0.368125,0.368125
2.505,-0.0201041,0.481754,0.481754
2.506,-0.0251286,0.587785,0.587785
2.507,-0.0301521,0.684547,0.684547
2.508,-0.0351745,0.770513,0.770513
2.509,-0.0401955,0.844328,0.844328
2.51,-0.0452148,0.904827,0.904827
2.511,-0.0502324,0.951057,0.951057
2.512,-0.055248,0.982287,0.982287
2.513,-0.0602614,0.998027,0.998027
2.514,-0.0652725,0.998027,0.998027
2.515,-0.070281,0.982287,0.982287
2.516,-0.0752867,0.951057,0.951057
2.517,-0.0802894,0.904827,0.904827
2.518,-0.0852889,0.844328,0.844328
2.519,-0.0902851,0.770513,0.770513
2.52,-0.0952777,0.684547,0.684547
2.521,-0.100267,0.587785,0.587785
2.522,-0.105251,0.481754,0.481754
2.523,-0.110232,0.368125,0.368125
2.524,-0.115209,0.24869,0.24869
2.525,-0.12018,0.125333,0.125333
2.526,-0.125148,2.0984e-11,2.0984e-11
2.527,-0.13011,-0.125333,-0.125333
2.528,-0.135067,-0.24869,-0.24869
2.529,-0.140018,-0.368125,-0.368125
2.53,-0.144965,-0.481754,-0.481754
2.531,-0.149905,-0.587785,-0.587785
2.532,-0.15484,-0.684547,-0.684547
2.533,-0.159768,-0.770513,-0.770513
2.534,-0.16469,-0.844328,-0.844328
2.535,-0.169606,-0.904827,-0.904827
2.536,-0.174515,-0.951057,-0.951057
2.537,-0.179417,-0.982287,-0.982287
2.538,-0.184312,-0.998027,-0.998027
2.539,-0.189199,-0.998027,-0.998027
2.54,-0.194079,-0.982287,-0.982287
2.541,-0.198952,-0.951057,-0.951057
2.542,-0.203817,-0.904827,-0.904827
2.543,-0.208673,-0.844328,-0.844328
2.544,-0.213522,-0.770513,-0.770513
2.545,-0.218362,-0.684547,-0.684547
2.546,-0.223193,-0.587785,-0.587785
2.547,-0.228015,-0.481754,-0.481754
2.548,-0.232829,-0.368125,-0.368125
2.549,-0.237633,-0.24869,-0.24869
2.55,-0.242428,-0.125333,-0.125333
2.551,-0.247214,-2.13359e-11,-2.13359e-11
2.552,-0.251989,0.125333,0.125333
2.553,-0.256755,0.24869,0.24869
2.554,-0.26151,0.368125,0.368125
2.555,-0.266256,0.481754,0.481754
2.556,-0.27099,0.587785,0.587785
2.557,-0.275714,0.684547,0.684547
2.558,-0.280427,0.770513,0.770513
2.559,-0.28513,0.844328,0.844328
2.56,-0.28982,0.904827,0.904827
2.561,-0.2945,0.951057,0.951057
2.562,-0.299167,0.982287,0.982287
2.563,-0.303823,0.998027,0.998027
2.564,-0.308467,0.998027,0.998027
2.565,-0.313099,0.982287,0.982287
2.566,-0.317718,0.951057,0.951057
2.567,-0.322325,0.904827,0.904827
2.568,-0.326919,0.844328,0.844328
2.569,-0.3315,0.770513,0.770513
2.57,-0.336069,0.684547,0.684547
2.571,-0.340623,0.587785,0.587785
2.572,-0.345165,0.481754,0.481754
2.573,-0.349693,0.368125,0.368125
2.574,-0.354207,0.24869,0.24869
2.575,-0.358707,0.125333,0.125333
2.576,-0.363192,2.16877e-11,2.16877e-11
2.577,-0.367664,-0.125333,-0.125333
2.578,-0.372121,-0.24869,-0.24869
2.579,-0.376563,-0.368125,-0.368125
2.58,-0.380991,-0.481754,-0.481754
2.581,-0.385403,-0.587785,-0.587785
2.582,-0.3898,-0.684547,-0.684547
2.583,-0.394182,-0.770513,-0.770513
2.584,-0.398548,-0.844328,-0.844328
2.585,-0.402899,-0.904827,-0.904827
2.586,-0.407233,-0.951057,-0.951057
2.587,-0.411552,-0.982287,-0.982287
2.588,-0.415854,-0.998027,-0.998027
2.589,-0.42014,-0.998027,-0.998027
2.59,-0.424409,-0.982287,-0.982287
2.591,-0.428661,-0.951057,-0.951057
2.592,-0.432897,-0.904827,-0.904827
2.593,-0.437115,-0.844328,-0.844328
2.594,-0.441317,-0.770513,-0.770513
2.595,-0.4455,-0.684547,-0.684547
2.596,-0.449667,-0.587785,-0.587785
2.597,-0.453815,-0.481754,-0.481754
2.598,-0.457946,-0.368125,-0.368125
2.599,-0.462058,-0.24869,-0.24869
2.6,-0.466152,-0.125333,-0.125333
2.601,-0.470228,-2.20396e-11,-2.20396e-11
2.602,-0.474285,0.125333,0.125333
2.603,-0.478324,0.24869,0.24869
2.604,-0.482344,0.368125,0.368125
2.605,-0.486344,0.481754,0.481754
2.606,-0.490326,0.587785,0.587785
2.607,-0.494288,0.684547,0.684547
2.608,-0.49823,0.770513,0.770513
2.609,-0.502153,0.844328,0.844328
2.61,-0.506056,0.904827,0.904827
2.611,-0.509939,0.951057,0.951057
2.612,-0.513802,0.982287,0.982287
2.613,-0.517645,0.998027,0.998027
2.614,-0.521467,0.998027,0.998027
2.615,-0.525269,0.982287,0.982287
2.616,-0.529049,0.951057,0.951057
2.617,-0.532809,0.904827,0.904827
2.618,-0.536548,0.844328,0.844328
2.619,-0.540266,0.770513,0.770513
2.62,-0.543963,0.684547,0.684547
2.621,-0.547638,0.587785,0.587785
2.622,-0.551291,0.481754,0.481754
2.623,-0.554923,0.368125,0.368125
2.624,-0.558532,0.24869,0.24869
2.625,-0.56212,0.125333,0.125333
2.626,-0.565685,2.23914e-11,2.23914e-11
2.627,-0.569229,-0.125333,-0.125333
2.628,-0.572749,-0.24869,-0.24869
2.629,-0.576247,-0.368125,-0.368125
2.63,-0.579723,-0.481754,-0.481754
2.631,-0.583175,-0.587785,-0.587785
2.632,-0.586604,-0.684547,-0.684547
2.633,-0.59001,-0.770513,-0.770513
2.634,-0.593393,-0.844328,-0.844328
2.635,-0.596753,-0.904827,-0.904827
2.636,-0.600089,-0.951057,-0.951057
2.637,-0.603401,-0.982287,-0.982287
2.638,-0.60669,-0.998027,-0.998027
2.639,-0.609954,-0.998027,-0.998027
2.64,-0.613194,-0.982287,-0.982287
2.641,-0.616411,-0.951057,-0.951057
2.642,-0.619602,-0.904827,-0.904827
2.643,-0.62277,-0.844328,-0.844328
2.644,-0.625913,-0.770513,-0.770513
2.645,-0.629031,-0.684547,-0.684547
2.646,-0.632124,-0.587785,-0.587785
2.647,-0.635192,-0.481754,-0.481754
2.648,-0.638236,-0.368125,-0.368125
2.649,-0.641254,-0.24869,-0.24869
2.65,-0.644246,-0.125333,-0.125333
2.651,-0.647214,-2.27432e-11,-2.27432e-11
2.652,-0.650155,0.125333,0.125333
2.653,-0.653071,0.24869,0.24869
2.654,-0.655962,0.368125,0.368125
2.655,-0.658826,0.481754,0.481754
2.656,-0.661664,0.587785,0.587785
2.657,-0.664477,0.684547,0.684547
2.658,-0.667263,0.770513,0.770513
2.659,-0.670022,0.844328,0.844328
2.66,-0.672756,0.904827,0.904827
2.661,-0.675462,0.951057,0.951057
2.662,-0.678142,0.982287,0.982287
2.663,-0.680796,0.998027,0.998027
2.664,-0.683422,0.998027,0.998027
2.665,-0.686021,0.982287,0.982287
2.666,-0.688594,0.951057,0.951057
2.667,-0.691139,0.904827,0.904827
2.668,-0.693657,0.844328,0.844328
2.669,-0.696147,0.770513,0.770513
2.67,-0.69861,0.684547,0.684547
2.671,-0.701045,0.587785,0.587785
2.672,-0.703453,0.481754,0.481754
2.673,-0.705833,0.368125,0.368125
2.674,-0.708185,0.24869,0.24869
2.675,-0.710509,0.125333,0.125333
2.676,-0.712805,2.30951e-11,2.30951e-11
2.677,-0.715073,-0.125333,-0.125333
2.678,-0.717313,-0.24869,-0.24869
2.679,-0.719524,-0.368125,-0.368125
2.68,-0.721707,-0.481754,-0.481754
